"id","pmid","title","author","refrence","link"
"3598","3598_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3599","3599_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3600","3600_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3601","3601_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3602","3602_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3603","3603_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3604","3604_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3605","3605_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3606","3606_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3607","3607_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3608","3608_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3609","3609_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3610","3610_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3611","3611_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3612","3612_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3613","3613_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3614","3614_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3615","3615_link","MOTIFS WITH POTENTIAL PHYSIOLOGICAL ACTIVITY IN FOOD PROTEINS - BIOPEP DATABASE","Iwaniak, Anna; Dziuba, Bartlomiej","Acta Scientiarum Polonorum. Technologia Alimentaria;2009, Vol. 8 Issue 3, p59","http://www.food.actapol.net/pub/6_3_2009.pdf"
"3616","3616_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3617","3617_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3618","3618_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3619","3619_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3620","3620_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3621","3621_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3622","3622_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3623","3623_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3624","3624_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3625","3625_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3626","3626_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3627","3627_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3628","3628_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3629","3629_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3630","3630_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3631","3631_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3632","3632_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3633","3633_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3634","3634_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3635","3635_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3636","3636_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3637","3637_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3638","3638_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3639","3639_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3640","3640_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3641","3641_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3642","3642_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3643","3643_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3644","3644_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3645","3645_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3646","3646_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3647","3647_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3648","3648_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3649","3649_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3650","3650_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3651","3651_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3652","3652_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3653","3653_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3654","3654_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3655","3655_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3656","3656_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3657","3657_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3658","3658_link","Lactic Fermentation and Bioactive Peptides","Anne Pihlanto ","Lactic Acid Bacteria - R & D for Food, Health and Livestock Purposes Edited by Marcelino Kongo, ISBN 978-953-51-0955-6, 670 pages,","http://www.intechopen.com/books/lactic-acid-bacteria-r-d-for-food-health-and-livestock-purposes/lactic-fermentation-and-bioactive-peptides"
"3659","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3660","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3661","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3662","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3663","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3664","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3665","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3666","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3667","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3668","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3669","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3670","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3671","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3672","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3673","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3674","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3675","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3676","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3677","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3678","21779574","The potential role of milk-derived peptides in cardiovascular disease.","Phelan M1, Kerins D.","Food Funct. 2011 Apr;2(3-4):153-67.","http://www.ncbi.nlm.nih.gov/pubmed?term=21779574"
"3679","3679_link","Bioactive Peptides: A Review","Shrikant Sharma1,2*, Raghvendar Singh1, Shashank Rana","INT.J.BIOAUTOMATION,2011, 15(4), 223-250","ND"
"3680","3680_link","Bioactive Peptides: A Review","Shrikant Sharma1,2*, Raghvendar Singh1, Shashank Rana","INT.J.BIOAUTOMATION,2011, 15(4), 223-250","ND"
"3681","3681_link","Bioactive Peptides: A Review","Shrikant Sharma1,2*, Raghvendar Singh1, Shashank Rana","INT.J.BIOAUTOMATION,2011, 15(4), 223-250","ND"
"3682","3682_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3683","3683_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3684","3684_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3685","3685_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3686","3686_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3687","3687_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3688","3688_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3689","3689_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
